Ano;Mês;Distrito;Concelho;Freguesia;Tipo de Lâmpada;Luminárias;Lâmpadas por Luminária;Lâmpadas;Potência Instalada Total (W);CodDistrito;CodDistritoConcelho;coddistritoconcelhofreguesia
2026;5;Aveiro;Águeda;Aguada de Cima;Mercúrio;5.0;5.0;5.0;340.0;01;0101;010103
2026;5;Aveiro;Águeda;Aguada de Cima;Sódio;137.0;137.0;137.0;10310.0;01;0101;010103
2026;5;Aveiro;Águeda;Fermentelos;LED;857.0;834.0;857.0;32457.900276184082;01;0101;010109
2026;5;Aveiro;Águeda;Macinhata do Vouga;Sódio;56.0;56.0;56.0;4680.0;01;0101;010112
2026;5;Aveiro;Águeda;Valongo do Vouga;LED;296.0;296.0;296.0;10736.000091552734;01;0101;010119
2026;5;Aveiro;Águeda;Valongo do Vouga;Sódio;12.0;12.0;12.0;840.0;01;0101;010119
2026;5;Aveiro;Águeda;Águeda e Borralha;Fluorescente;14.0;14.0;14.0;700.0;01;0101;010121
2026;5;Aveiro;Águeda;Águeda e Borralha;LED;4303.0;4128.0;4331.0;166785.10000610352;01;0101;010121
2026;5;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Mercúrio;16.0;16.0;16.0;1670.0;01;0101;010123
2026;5;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Sódio;250.0;250.0;250.0;17830.0;01;0101;010123
2026;5;Aveiro;Águeda;Recardães e Espinhel;LED;2345.0;2315.0;2345.0;86194.00003433228;01;0101;010124
2026;5;Aveiro;Águeda;Recardães e Espinhel;Mercúrio;24.0;24.0;24.0;1500.0;01;0101;010124
2026;5;Aveiro;Águeda;Recardães e Espinhel;Outros/Não definido;73.0;72.0;73.0;1460.0;01;0101;010124
2026;5;Aveiro;Águeda;Trofa, Segadães e Lamas do Vouga;Iodeto Metálico;6.0;6.0;6.0;2400.0;01;0101;010126
2026;5;Aveiro;Águeda;Préstimo e Macieira de Alcoba;LED;920.0;920.0;920.0;32244.800003051758;01;0101;010127
2026;5;Aveiro;Águeda;Préstimo e Macieira de Alcoba;Sódio;262.0;262.0;262.0;18440.0;01;0101;010127
2026;5;Aveiro;Albergaria-a-Velha;Alquerubim;Outros/Não definido;76.0;77.0;77.0;;01;0102;010202
2026;5;Aveiro;Albergaria-a-Velha;Alquerubim;Sódio;1.0;1.0;1.0;70.0;01;0102;010202
2026;5;Aveiro;Albergaria-a-Velha;Angeja;Outros/Não definido;43.0;43.0;43.0;360.0;01;0102;010203
2026;5;Aveiro;Albergaria-a-Velha;Angeja;Sódio;14.0;14.0;14.0;1010.0;01;0102;010203
2026;5;Aveiro;Albergaria-a-Velha;Branca;LED;2270.0;2259.0;2270.0;91887.6000366211;01;0102;010204
2026;5;Aveiro;Albergaria-a-Velha;Branca;Mercúrio;9.0;9.0;9.0;450.0;01;0102;010204
2026;5;Aveiro;Albergaria-a-Velha;Ribeira de Fráguas;Mercúrio;1.0;1.0;1.0;50.0;01;0102;010206
2026;5;Aveiro;Albergaria-a-Velha;Ribeira de Fráguas;Outros/Não definido;15.0;15.0;15.0;;01;0102;010206
2026;5;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;Outros/Não definido;349.0;347.0;360.0;2757.2000007629395;01;0102;010209
2026;5;Aveiro;Anadia;Avelãs de Cima;Mercúrio;3.0;3.0;3.0;150.0;01;0103;010305
2026;5;Aveiro;Anadia;São Lourenço do Bairro;Mercúrio;32.0;32.0;32.0;1600.0;01;0103;010310
2026;5;Aveiro;Anadia;Arcos e Mogofores;Iodeto Metálico;57.0;33.0;57.0;4950.0;01;0103;010317
2026;5;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;Fluorescente;6.0;6.0;6.0;300.0;01;0103;010318
2026;5;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;Iodeto Metálico;5.0;5.0;5.0;750.0;01;0103;010318
2026;5;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;Outros/Não definido;33.0;33.0;33.0;2100.0;01;0103;010318
2026;5;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;Sódio;102.0;100.0;102.0;7510.0;01;0103;010318
2026;5;Aveiro;Arouca;Alvarenga;LED;824.0;818.0;824.0;32005.800022125244;01;0104;010402
2026;5;Aveiro;Arouca;Alvarenga;Mercúrio;5.0;5.0;5.0;400.0;01;0104;010402
2026;5;Aveiro;Arouca;Alvarenga;Outros/Não definido;40.0;37.0;40.0;600.0;01;0104;010402
2026;5;Aveiro;Arouca;Alvarenga;Sódio;178.0;178.0;178.0;13570.0;01;0104;010402
2026;5;Aveiro;Arouca;Arouca e Burgo;Iodeto Metálico;47.0;41.0;47.0;2050.0;01;0104;010421
2026;5;Aveiro;Arouca;Arouca e Burgo;Outros/Não definido;218.0;210.0;218.0;3095.0;01;0104;010421
2026;5;Aveiro;Aveiro;Esgueira;Mercúrio;9.0;9.0;9.0;860.0;01;0105;010505
2026;5;Aveiro;Aveiro;Esgueira;Outros/Não definido;291.0;231.0;301.0;1206.0;01;0105;010505
2026;5;Aveiro;Aveiro;Esgueira;Sódio;221.0;160.0;221.0;23300.0;01;0105;010505
2026;5;Aveiro;Aveiro;Requeixo, Nossa Senhora de Fátima e Nariz;Mercúrio;7.0;7.0;7.0;350.0;01;0105;010516
2026;5;Aveiro;Aveiro;Glória e Vera Cruz;Outros/Não definido;581.0;577.0;581.0;854.2000007629395;01;0105;010517
2026;5;Aveiro;Espinho;Paramos;LED;1044.0;1042.0;1044.0;51803.000061035156;01;0107;010704
2026;5;Aveiro;Espinho;Paramos;Sódio;62.0;62.0;62.0;8500.0;01;0107;010704
2026;5;Aveiro;Espinho;Silvalde;Outros/Não definido;65.0;65.0;65.0;;01;0107;010705
2026;5;Aveiro;Estarreja;Avanca;Outros/Não definido;54.0;54.0;54.0;90.0;01;0108;010801
2026;5;Aveiro;Estarreja;Beduído e Veiros;Outros/Não definido;94.0;94.0;94.0;;01;0108;010808
2026;5;Aveiro;Santa Maria da Feira;Argoncilhe;LED;1503.0;1495.0;1503.0;57746.60000228882;01;0109;010901
2026;5;Aveiro;Santa Maria da Feira;Arrifana;LED;1364.0;1322.0;1364.0;55348.0;01;0109;010902
2026;5;Aveiro;Santa Maria da Feira;Arrifana;Sódio;219.0;211.0;219.0;18970.0;01;0109;010902
2026;5;Aveiro;Santa Maria da Feira;Fornos;Outros/Não definido;137.0;135.0;137.0;70.0;01;0109;010908
2026;5;Aveiro;Santa Maria da Feira;Lourosa;Fluorescente;2.0;2.0;2.0;100.0;01;0109;010913
2026;5;Aveiro;Santa Maria da Feira;Milheirós de Poiares;LED;919.0;878.0;919.0;35830.20000076294;01;0109;010914
2026;5;Aveiro;Santa Maria da Feira;Milheirós de Poiares;Outros/Não definido;146.0;144.0;146.0;;01;0109;010914
2026;5;Aveiro;Santa Maria da Feira;Milheirós de Poiares;Sódio;219.0;211.0;219.0;15850.0;01;0109;010914
2026;5;Aveiro;Santa Maria da Feira;Mozelos;Fluorescente;8.0;8.0;8.0;400.0;01;0109;010916
2026;5;Aveiro;Santa Maria da Feira;Mozelos;LED;1053.0;1028.0;1053.0;41240.50002670288;01;0109;010916
2026;5;Aveiro;Santa Maria da Feira;São Paio de Oleiros;Mercúrio;10.0;10.0;10.0;800.0;01;0109;010918
2026;5;Aveiro;Santa Maria da Feira;São Paio de Oleiros;Outros/Não definido;54.0;54.0;54.0;;01;0109;010918
2026;5;Aveiro;Santa Maria da Feira;Paços de Brandão;Iodeto Metálico;4.0;4.0;4.0;900.0;01;0109;010919
2026;5;Aveiro;Santa Maria da Feira;Rio Meão;Sódio;234.0;227.0;234.0;18190.0;01;0109;010921
2026;5;Aveiro;Santa Maria da Feira;Santa Maria de Lamas;Outros/Não definido;48.0;48.0;48.0;200.0;01;0109;010925
2026;5;Aveiro;Santa Maria da Feira;São João de Ver;LED;2803.0;2751.0;2803.0;105589.60005950928;01;0109;010926
2026;5;Aveiro;Santa Maria da Feira;São João de Ver;Outros/Não definido;71.0;71.0;71.0;4770.0;01;0109;010926
2026;5;Aveiro;Santa Maria da Feira;Caldas de São Jorge e de Pigeiros;LED;1553.0;1527.0;1553.0;60421.80001831055;01;0109;010932
2026;5;Aveiro;Santa Maria da Feira;Canedo, Vale e Vila Maior;LED;3791.0;3748.0;3791.0;141864.10011291504;01;0109;010933
2026;5;Aveiro;Santa Maria da Feira;Canedo, Vale e Vila Maior;Outros/Não definido;155.0;153.0;155.0;600.0;01;0109;010933
2026;5;Aveiro;Santa Maria da Feira;Canedo, Vale e Vila Maior;Sódio;512.0;503.0;512.0;42050.0;01;0109;010933
2026;5;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;Sódio;490.0;483.0;490.0;34410.0;01;0109;010936
2026;5;Aveiro;Ílhavo;Gafanha da Encarnação;Fluorescente;2.0;2.0;2.0;100.0;01;0110;011005
2026;5;Aveiro;Ílhavo;Gafanha da Encarnação;Outros/Não definido;318.0;317.0;318.0;610.0;01;0110;011005
2026;5;Aveiro;Ílhavo;Gafanha da Encarnação;Sódio;52.0;52.0;52.0;4590.0;01;0110;011005
2026;5;Aveiro;Ílhavo;Gafanha do Carmo;LED;519.0;519.0;519.0;12513.799987792969;01;0110;011007
2026;5;Aveiro;Ílhavo;Ílhavo (São Salvador);Sódio;487.0;468.0;487.0;61370.0;01;0110;011008
2026;5;Aveiro;Murtosa;Bunheiro;Iodeto Metálico;25.0;25.0;25.0;1250.0;01;0112;011201
2026;5;Aveiro;Murtosa;Bunheiro;LED;1374.0;1368.0;1374.0;58889.80009460449;01;0112;011201
2026;5;Aveiro;Oliveira de Azeméis;Carregosa;Mercúrio;4.0;4.0;4.0;320.0;01;0113;011301
2026;5;Aveiro;Oliveira de Azeméis;Cesar;LED;966.0;930.0;966.0;46795.00003814697;01;0113;011302
2026;5;Aveiro;Oliveira de Azeméis;Cesar;Outros/Não definido;23.0;23.0;23.0;;01;0113;011302
2026;5;Aveiro;Oliveira de Azeméis;Cesar;Sódio;105.0;88.0;105.0;8670.0;01;0113;011302
2026;5;Aveiro;Oliveira de Azeméis;Fajões;Mercúrio;2.0;2.0;2.0;125.0;01;0113;011303
2026;5;Aveiro;Oliveira de Azeméis;São Roque;Outros/Não definido;67.0;67.0;67.0;;01;0113;011318
2026;5;Aveiro;Oliveira de Azeméis;Vila de Cucujães;Mercúrio;58.0;58.0;58.0;4640.0;01;0113;011319
2026;5;Aveiro;Oliveira de Azeméis;O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail;Outros/Não definido;120.0;120.0;120.0;485.0;01;0113;011321
2026;5;Aveiro;Oliveira de Azeméis;Pinheiro da Bemposta, Travanca e Palmaz;Outros/Não definido;53.0;47.0;53.0;460.0;01;0113;011322
2026;5;Aveiro;Oliveira do Bairro;Oiã;Outros/Não definido;114.0;114.0;114.0;216.0;01;0114;011403
2026;5;Aveiro;Ovar;Cortegaça;Outros/Não definido;31.0;31.0;31.0;;01;0115;011502
2026;5;Aveiro;Ovar;Esmoriz;LED;2972.0;2842.0;2972.0;142444.40005493164;01;0115;011503
2026;5;Aveiro;Ovar;Válega;Outros/Não definido;61.0;61.0;61.0;;01;0115;011507
2026;5;Aveiro;Sever do Vouga;Talhadas;Outros/Não definido;64.0;64.0;64.0;;01;0117;011708
2026;5;Aveiro;Sever do Vouga;Talhadas;Sódio;1.0;1.0;1.0;70.0;01;0117;011708
2026;5;Aveiro;Anadia;Avelãs de Caminho;Sódio;4.0;4.0;4.0;600.0;01;0103;010304
2026;5;Aveiro;Anadia;Moita;Outros/Não definido;11.0;11.0;11.0;;01;0103;010307
2026;5;Aveiro;Anadia;Moita;Sódio;27.0;27.0;27.0;2080.0;01;0103;010307
2026;5;Aveiro;Anadia;Vila Nova de Monsarros;LED;561.0;561.0;561.0;23537.6000289917;01;0103;010312
2026;5;Aveiro;Anadia;Vila Nova de Monsarros;Sódio;2.0;2.0;2.0;140.0;01;0103;010312
2026;5;Aveiro;Anadia;Amoreira da Gândara, Paredes do Bairro e Ancas;LED;1223.0;1216.0;1223.0;43294.4001083374;01;0103;010316
2026;5;Aveiro;Anadia;Amoreira da Gândara, Paredes do Bairro e Ancas;Mercúrio;13.0;11.0;13.0;625.0;01;0103;010316
2026;5;Aveiro;Arouca;Chave;LED;488.0;488.0;488.0;21433.80002593994;01;0104;010407
2026;5;Aveiro;Arouca;Chave;Mercúrio;9.0;9.0;9.0;720.0;01;0104;010407
2026;5;Aveiro;Arouca;Chave;Outros/Não definido;23.0;23.0;23.0;;01;0104;010407
2026;5;Aveiro;Arouca;Escariz;LED;853.0;845.0;853.0;34246.00002288818;01;0104;010409
2026;5;Aveiro;Arouca;Escariz;Mercúrio;23.0;23.0;23.0;1570.0;01;0104;010409
2026;5;Aveiro;Arouca;Mansores;LED;505.0;505.0;505.0;19696.400062561035;01;0104;010413
2026;5;Aveiro;Arouca;Mansores;Outros/Não definido;25.0;25.0;25.0;270.0;01;0104;010413
2026;5;Aveiro;Arouca;Rossas;LED;579.0;579.0;579.0;32179.90000152588;01;0104;010415
2026;5;Aveiro;Arouca;Rossas;Outros/Não definido;26.0;26.0;26.0;90.0;01;0104;010415
2026;5;Aveiro;Arouca;Santa Eulália;Sódio;1.0;1.0;1.0;70.0;01;0104;010416
2026;5;Aveiro;Arouca;São Miguel do Mato;Outros/Não definido;14.0;14.0;14.0;45.0;01;0104;010417
2026;5;Aveiro;Arouca;Urrô;LED;567.0;567.0;567.0;28290.800079345703;01;0104;010419
2026;5;Aveiro;Arouca;Cabreiros e Albergaria da Serra;LED;241.0;241.0;241.0;9124.0;01;0104;010422
2026;5;Aveiro;Arouca;Canelas e Espiunca;LED;795.0;795.0;795.0;33018.0;01;0104;010423
2026;5;Aveiro;Arouca;Canelas e Espiunca;Sódio;3.0;3.0;3.0;210.0;01;0104;010423
2026;5;Aveiro;Arouca;Covelo de Paivó e Janarde;Sódio;1.0;1.0;1.0;70.0;01;0104;010424
2026;5;Aveiro;Aveiro;Aradas;LED;2098.0;2054.0;2098.0;91752.30012893677;01;0105;010501
2026;5;Aveiro;Aveiro;Aradas;Sódio;100.0;97.0;100.0;7970.0;01;0105;010501
2026;5;Aveiro;Aveiro;São Bernardo;Iodeto Metálico;2.0;2.0;2.0;300.0;01;0105;010510
2026;5;Aveiro;Aveiro;São Bernardo;LED;1092.0;1014.0;1092.0;47402.900020599365;01;0105;010510
2026;5;Aveiro;Aveiro;São Jacinto;LED;484.0;484.0;484.0;19710.60000228882;01;0105;010511
2026;5;Aveiro;Aveiro;São Jacinto;Sódio;30.0;30.0;30.0;2100.0;01;0105;010511
2026;5;Aveiro;Espinho;Espinho;Fluorescente;7.0;7.0;7.0;252.0;01;0107;010702
2026;5;Aveiro;Espinho;Espinho;Iodeto Metálico;10.0;2.0;10.0;300.0;01;0107;010702
2026;5;Aveiro;Espinho;Espinho;LED;2321.0;2240.0;2384.0;81020.69997787476;01;0107;010702
2026;5;Aveiro;Espinho;Espinho;Outros/Não definido;211.0;205.0;211.0;;01;0107;010702
2026;5;Aveiro;Estarreja;Pardilhó;LED;1559.0;1558.0;1559.0;60046.80019760132;01;0108;010805
2026;5;Aveiro;Estarreja;Salreu;LED;1591.0;1591.0;1591.0;56023.40005493164;01;0108;010806
2026;5;Aveiro;Estarreja;Salreu;Outros/Não definido;4.0;4.0;4.0;;01;0108;010806
2026;5;Aveiro;Estarreja;Canelas e Fermelã;Outros/Não definido;14.0;14.0;14.0;;01;0108;010809
2026;5;Aveiro;Santa Maria da Feira;Nogueira da Regedoura;LED;1046.0;1044.0;1046.0;41357.90000152588;01;0109;010917
2026;5;Aveiro;Santa Maria da Feira;Sanguedo;Fluorescente;1.0;1.0;1.0;50.0;01;0109;010924
2026;5;Aveiro;Santa Maria da Feira;Lobão, Gião, Louredo e Guisande;LED;2942.0;2923.0;2942.0;108527.40000152588;01;0109;010934
2026;5;Aveiro;Santa Maria da Feira;Lobão, Gião, Louredo e Guisande;Outros/Não definido;46.0;46.0;46.0;600.0;01;0109;010934
2026;5;Aveiro;Ílhavo;Gafanha da Nazaré;Outros/Não definido;421.0;349.0;421.0;1131.0;01;0110;011006
2026;5;Aveiro;Murtosa;Monte;LED;754.0;739.0;754.0;30882.600051879883;01;0112;011202
2026;5;Aveiro;Murtosa;Monte;Sódio;8.0;8.0;8.0;590.0;01;0112;011202
2026;5;Aveiro;Murtosa;Murtosa;Mercúrio;1.0;1.0;1.0;50.0;01;0112;011203
2026;5;Aveiro;Murtosa;Murtosa;Sódio;68.0;69.0;70.0;6160.0;01;0112;011203
2026;5;Aveiro;Murtosa;Torreira;Outros/Não definido;89.0;89.0;89.0;1000.0;01;0112;011204
2026;5;Aveiro;Murtosa;Torreira;Sódio;14.0;14.0;14.0;2020.0;01;0112;011204
2026;5;Aveiro;Oliveira de Azeméis;Ossela;Outros/Não definido;6.0;6.0;6.0;;01;0113;011310
2026;5;Aveiro;Oliveira de Azeméis;São Martinho da Gândara;Outros/Não definido;17.0;17.0;17.0;;01;0113;011315
2026;5;Aveiro;Oliveira de Azeméis;São Martinho da Gândara;Sódio;19.0;19.0;19.0;1330.0;01;0113;011315
2026;5;Aveiro;Oliveira do Bairro;Palhaça;LED;997.0;993.0;997.0;47694.200035095215;01;0114;011405
2026;5;Aveiro;Oliveira do Bairro;Palhaça;Outros/Não definido;26.0;26.0;26.0;;01;0114;011405
2026;5;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;LED;3060.0;2947.0;2979.0;147537.90031051636;01;0114;011407
2026;5;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;Outros/Não definido;119.0;119.0;155.0;135.0;01;0114;011407
2026;5;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;Sódio;31.0;31.0;31.0;2360.0;01;0114;011407
2026;5;Aveiro;Ovar;Maceda;LED;1143.0;1130.0;1143.0;44258.70001220703;01;0115;011504
2026;5;Aveiro;Ovar;Maceda;Sódio;41.0;41.0;41.0;4770.0;01;0115;011504
2026;5;Aveiro;Sever do Vouga;Couto de Esteves;Sódio;16.0;16.0;16.0;1120.0;01;0117;011702
2026;5;Aveiro;Sever do Vouga;Pessegueiro do Vouga;LED;959.0;959.0;959.0;39000.80006027222;01;0117;011704
2026;5;Aveiro;Sever do Vouga;Pessegueiro do Vouga;Outros/Não definido;33.0;33.0;33.0;;01;0117;011704
2026;5;Aveiro;Sever do Vouga;Rocas do Vouga;Sódio;27.0;27.0;27.0;1890.0;01;0117;011705
2026;5;Aveiro;Sever do Vouga;Cedrim e Paradela;LED;1326.0;1326.0;1326.0;51102.40005493164;01;0117;011710
2026;5;Aveiro;Sever do Vouga;Silva Escura e Dornelas;LED;1421.0;1421.0;1421.0;50861.800273895264;01;0117;011711
2026;5;Aveiro;Vagos;Calvão;Sódio;58.0;58.0;58.0;4450.0;01;0118;011801
2026;5;Aveiro;Vagos;Gafanha da Boa Hora;Mercúrio;3.0;3.0;3.0;150.0;01;0118;011804
2026;5;Aveiro;Castelo de Paiva;Fornos;LED;422.0;422.0;422.0;15245.000057220459;01;0106;010602
2026;5;Aveiro;Castelo de Paiva;Fornos;Outros/Não definido;13.0;13.0;13.0;315.0;01;0106;010602
2026;5;Aveiro;Castelo de Paiva;Real;Fluorescente;7.0;7.0;7.0;350.0;01;0106;010606
2026;5;Aveiro;Castelo de Paiva;Real;Sódio;108.0;108.0;108.0;7880.0;01;0106;010606
2026;5;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;LED;1140.0;1131.0;1140.0;37175.70004272461;01;0106;010607
2026;5;Aveiro;Castelo de Paiva;São Martinho de Sardoura;Mercúrio;16.0;16.0;16.0;1280.0;01;0106;010608
2026;5;Aveiro;Castelo de Paiva;São Martinho de Sardoura;Outros/Não definido;5.0;5.0;5.0;90.0;01;0106;010608
2026;5;Aveiro;Castelo de Paiva;São Martinho de Sardoura;Sódio;178.0;169.0;178.0;12780.0;01;0106;010608
2026;5;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;Mercúrio;46.0;46.0;46.0;3680.0;01;0106;010610
2026;5;Aveiro;Castelo de Paiva;Raiva, Pedorido e Paraíso;Outros/Não definido;130.0;119.0;135.0;100.0;01;0106;010610
2026;5;Aveiro;Castelo de Paiva;Sobrado e Bairros;LED;1726.0;1709.0;1758.0;68790.5000038147;01;0106;010611
2026;5;Aveiro;Castelo de Paiva;Sobrado e Bairros;Sódio;383.0;345.0;382.0;34370.0;01;0106;010611
2026;5;Aveiro;Mealhada;Barcouço;Mercúrio;7.0;7.0;7.0;350.0;01;0111;011102
2026;5;Aveiro;Mealhada;Luso;Outros/Não definido;13.0;13.0;13.0;95.0;01;0111;011104
2026;5;Aveiro;Mealhada;Pampilhosa;Mercúrio;89.0;88.0;89.0;5900.0;01;0111;011106
2026;5;Aveiro;Mealhada;Pampilhosa;Outros/Não definido;6.0;6.0;6.0;;01;0111;011106
2026;5;Aveiro;Mealhada;Pampilhosa;Sódio;263.0;263.0;263.0;26740.0;01;0111;011106
2026;5;Aveiro;Mealhada;Vacariça;Mercúrio;12.0;12.0;12.0;600.0;01;0111;011107
2026;5;Aveiro;Mealhada;Vacariça;Outros/Não definido;10.0;10.0;10.0;405.0;01;0111;011107
2026;5;Aveiro;São João da Madeira;São João da Madeira;Outros/Não definido;372.0;368.0;372.0;56.0;01;0116;011601
2026;5;Aveiro;São João da Madeira;São João da Madeira;Sódio;329.0;329.0;329.0;16418.0;01;0116;011601
2026;5;Aveiro;Vagos;Ouca;Outros/Não definido;48.0;48.0;48.0;125.0;01;0118;011805
2026;5;Aveiro;Vagos;Santo André de Vagos;Mercúrio;7.0;7.0;7.0;380.0;01;0118;011810
2026;5;Aveiro;Vagos;Santo André de Vagos;Outros/Não definido;27.0;27.0;27.0;;01;0118;011810
2026;5;Aveiro;Vagos;Santo André de Vagos;Sódio;52.0;52.0;52.0;3760.0;01;0118;011810
2026;5;Aveiro;Vagos;Fonte de Angeão e Covão do Lobo;Mercúrio;14.0;14.0;14.0;700.0;01;0118;011812
2026;5;Aveiro;Vagos;Fonte de Angeão e Covão do Lobo;Outros/Não definido;24.0;24.0;24.0;;01;0118;011812
2026;5;Aveiro;Vagos;Vagos e Santo António;LED;2355.0;2314.0;2405.0;102338.29962921143;01;0118;011814
2026;5;Aveiro;Vagos;Vagos e Santo António;Outros/Não definido;110.0;110.0;134.0;595.0;01;0118;011814
2026;5;Beja;Almodôvar;Almodôvar e Graça dos Padrões;Outros/Não definido;56.0;56.0;56.0;225.0;02;0202;020209
2026;5;Beja;Almodôvar;Almodôvar e Graça dos Padrões;Sódio;563.0;556.0;558.0;57870.0;02;0202;020209
2026;5;Beja;Beja;Santa Clara de Louredo;LED;214.0;213.0;214.0;5543.0;02;0205;020510
2026;5;Beja;Beja;Beja (Salvador e Santa Maria da Feira);LED;2696.0;2589.0;2682.0;122284.40046691895;02;0205;020520
2026;5;Beja;Beja;Beja (Salvador e Santa Maria da Feira);Mercúrio;3.0;3.0;3.0;150.0;02;0205;020520
2026;5;Beja;Beja;Beja (Salvador e Santa Maria da Feira);Outros/Não definido;90.0;89.0;90.0;;02;0205;020520
2026;5;Beja;Beja;Beja (Santiago Maior e São João Baptista);Mercúrio;24.0;20.0;19.0;1250.0;02;0205;020521
2026;5;Beja;Beja;Beja (Santiago Maior e São João Baptista);Outros/Não definido;43.0;47.0;43.0;90.0;02;0205;020521
2026;5;Beja;Castro Verde;Castro Verde e Casével;Iodeto Metálico;23.0;23.0;23.0;2300.0;02;0206;020606
2026;5;Beja;Castro Verde;Castro Verde e Casével;LED;1969.0;1932.0;1969.0;88639.70086288452;02;0206;020606
2026;5;Beja;Moura;Póvoa de São Miguel;Outros/Não definido;12.0;12.0;12.0;;02;0210;021002
2026;5;Beja;Odemira;Boavista dos Pinheiros;LED;743.0;743.0;743.0;27466.800010681152;02;0211;021116
2026;5;Beja;Ourique;Ourique;Indução;1.0;1.0;1.0;400.0;02;0212;021203
2026;5;Beja;Ourique;Ourique;Outros/Não definido;43.0;43.0;43.0;90.0;02;0212;021203
2026;5;Beja;Serpa;Pias;LED;716.0;714.0;716.0;19339.80005645752;02;0213;021303
2026;5;Beja;Serpa;Pias;Outros/Não definido;4.0;4.0;4.0;;02;0213;021303
2026;5;Beja;Serpa;Pias;Sódio;130.0;119.0;130.0;10470.0;02;0213;021303
2026;5;Beja;Serpa;Vila Nova de São Bento e Vale de Vargo;Sódio;207.0;206.0;207.0;18710.0;02;0213;021309
2026;5;Braga;Amares;Amares e Figueiredo;LED;808.0;796.0;808.0;38324.20000457764;03;0301;030125
2026;5;Braga;Amares;Amares e Figueiredo;Mercúrio;2.0;2.0;2.0;160.0;03;0301;030125
2026;5;Braga;Amares;Amares e Figueiredo;Outros/Não definido;64.0;64.0;64.0;315.0;03;0301;030125
2026;5;Braga;Amares;Amares e Figueiredo;Sódio;47.0;42.0;47.0;4240.0;03;0301;030125
2026;5;Braga;Barcelos;Alvelos;Outros/Não definido;3.0;3.0;3.0;;03;0302;030208
2026;5;Braga;Barcelos;Alvelos;Sódio;43.0;34.0;43.0;2590.0;03;0302;030208
2026;5;Braga;Barcelos;Arcozelo;Mercúrio;12.0;12.0;12.0;960.0;03;0302;030209
2026;5;Braga;Barcelos;Carvalhal;Mercúrio;11.0;11.0;11.0;880.0;03;0302;030220
2026;5;Braga;Barcelos;Macieira de Rates;LED;362.0;362.0;362.0;12081.0;03;0302;030244
2026;5;Braga;Barcelos;Macieira de Rates;Outros/Não definido;7.0;7.0;7.0;;03;0302;030244
2026;5;Braga;Barcelos;Macieira de Rates;Sódio;148.0;148.0;148.0;11860.0;03;0302;030244
2026;5;Braga;Barcelos;Manhente;Sódio;29.0;29.0;29.0;2740.0;03;0302;030245
2026;5;Braga;Barcelos;Pousa;LED;209.0;209.0;209.0;9156.400001525879;03;0302;030261
2026;5;Braga;Barcelos;Várzea;LED;248.0;246.0;248.0;10054.400039672852;03;0302;030283
2026;5;Braga;Barcelos;Várzea;Mercúrio;11.0;11.0;11.0;880.0;03;0302;030283
2026;5;Braga;Barcelos;Várzea;Outros/Não definido;274.0;263.0;274.0;70.0;03;0302;030283
2026;5;Braga;Barcelos;Várzea;Sódio;74.0;72.0;74.0;6840.0;03;0302;030283
2026;5;Braga;Barcelos;Vila Seca;LED;206.0;206.0;206.0;8935.0;03;0302;030287
2026;5;Braga;Barcelos;Areias de Vilar e Encourados;Outros/Não definido;244.0;244.0;244.0;;03;0302;030292
2026;5;Aveiro;Vagos;Sosa;LED;1152.0;1144.0;1152.0;42884.39984893799;01;0118;011807
2026;5;Aveiro;Vagos;Ponte de Vagos e Santa Catarina;LED;1346.0;1346.0;1346.0;40142.099727630615;01;0118;011813
2026;5;Aveiro;Vagos;Ponte de Vagos e Santa Catarina;Sódio;48.0;48.0;48.0;3620.0;01;0118;011813
2026;5;Aveiro;Vale de Cambra;Arões;LED;920.0;913.0;920.0;38492.800064086914;01;0119;011901
2026;5;Aveiro;Vale de Cambra;Cepelos;Sódio;24.0;24.0;24.0;1680.0;01;0119;011903
2026;5;Aveiro;Vale de Cambra;Junqueira;Mercúrio;2.0;2.0;2.0;500.0;01;0119;011905
2026;5;Aveiro;Vale de Cambra;Junqueira;Outros/Não definido;21.0;21.0;21.0;400.0;01;0119;011905
2026;5;Aveiro;Vale de Cambra;Macieira de Cambra;LED;1907.0;1841.0;1907.0;76344.40014266968;01;0119;011906
2026;5;Aveiro;Vale de Cambra;Macieira de Cambra;Sódio;4.0;4.0;4.0;340.0;01;0119;011906
2026;5;Beja;Aljustrel;Messejana;LED;443.0;441.0;443.0;12013.0;02;0201;020103
